,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
369,40,345,3,1,5,-127018.40898068246,0.13,165333.58,880954.6289216796
370,41,329,1,1,1,-179527.40940697037,0.13,116615.28,486944.7795602451
371,46,582,1,1,1,82270.07747763641,0.02,82921.53,133755.83043971198
372,49,505,2,1,3,363185.6261472594,0.07,34624.72,446205.6543234607
373,45,264,1,1,1,506849.723889321,0.01,42335.61,527467.0863096872
374,59,535,1,1,1,-76846.68053702933,0.05,63314.12,-48432.00069507443
375,59,595,1,1,1,-106968.795853667,0.14,52272.33,-30969.63676445307
376,62,621,2,1,2,52894.36465202637,0.07,18556.61,58443.311422813815
377,45,594,1,1,1,116871.31242782422,0.14,108698.48,625310.3406219397
378,54,598,1,1,1,20583.09928389935,0.13,13136.63,46840.30201537539
379,37,330,1,1,1,173471.62914230872,0.22,163937.79,2211133.3435522863
380,53,566,1,1,1,-129924.5541115557,0.34,8340.45,-81570.08164618022
381,47,588,1,1,1,86433.30992085015,0.34,79733.98,866608.4513817481
382,61,595,3,1,2,-140009.03920366548,0.24,77061.87,-39031.05481242767
383,57,620,2,1,5,16039.931860624998,0.24,257033.73,679670.8096090136
384,55,448,2,1,2,-118811.7923393027,0.24,76447.56,133820.3795782852
385,36,298,3,1,3,129922.56630886934,0.35,113320.47,2508999.5609770934
386,38,327,1,1,1,-4520.278360270936,0.11,21089.22,118797.93988535297
387,61,625,3,1,2,-124246.71508273532,0.15,84987.38,-54644.732196352954
388,44,614,3,1,5,-224220.71881479028,0.09,25790.91,-140934.5878086763
389,54,584,1,1,1,218982.16824798257,0.24,16103.67,278405.5332373229
390,44,345,3,1,3,-107526.58893850211,0.29,88765.53,816120.0638800774
391,38,621,2,1,3,148160.34849370032,0.2,33249.79,616200.6776305194
392,49,558,2,1,5,45658.770408501085,0.04,43859.83,97292.80399102246
393,56,618,1,1,1,-92343.93778493744,0.09,48946.61,-19493.601485257488
394,51,668,1,1,1,151773.3942140784,0.09,78250.33,297055.75298932043
395,55,298,1,1,1,-21845.058916353268,0.1,37390.76,29639.628258147317
396,54,576,2,1,4,-36041.12533766768,0.25,76030.01,256203.27158999394
397,40,583,2,1,3,72133.23196056555,0.21,83212.78,891642.4055341556
398,50,551,1,1,1,23832.28234769031,0.2,23623.32,130311.9144347189
399,46,294,1,1,1,197588.4808954041,0.34,48051.75,781281.0676614353
400,59,551,1,1,1,248067.1638132445,0.31,220824.01,795356.1992100254
401,37,590,2,1,5,-38851.156907001845,0.26,72880.52,1031719.0155810878
402,55,565,3,1,2,-210285.23703476763,0.06,38994.36,-168294.05678349003
403,45,533,2,1,5,141157.19239114228,0.16,83552.4,587806.1092248436
404,52,555,1,1,1,-84753.93821087199,0.11,55897.76,58650.08558552235
405,38,318,3,1,5,1653.6684952497828,0.17,250987.74,2269822.9696014784
406,46,319,1,1,1,265922.5991684385,0.01,58358.17,287696.1795779663
407,39,362,1,1,1,-188446.6184332517,0.26,81680.3,872556.384432592
408,45,389,2,1,3,64583.83669487765,0.26,60002.12,585811.3310194496
409,41,389,3,1,5,-28458.347999475933,0.11,51620.44,228856.45889481937
410,45,349,3,1,3,-34810.421291774066,0.19,51835.49,300822.83248628385
411,42,332,1,1,1,74085.73550674254,0.25,23694.75,317856.7384297838
412,48,351,1,1,1,25020.899641232445,0.14,76412.59,309665.46748395887
413,37,360,1,1,1,158040.95045620322,0.15,86529.15,891344.90181027
414,49,298,1,1,1,54573.24969019739,0.02,26300.48,67475.52948936158
415,40,336,3,1,3,-203581.7415927909,0.26,62099.43,553609.279240425
416,44,438,2,4,3,-210553.01082387453,0.12,48110.37,17608.65288020947
417,62,235,3,4,3,26849.847901696223,0.34,34136.5,93420.22663894348
418,36,308,1,1,1,90338.6416946196,0.01,191238.09,205050.01616418274
419,45,283,1,1,1,118676.10385404355,0.32,21931.2,353152.8328256415
420,45,635,1,1,1,166581.37358254072,0.26,133759.88,1328529.1029886922
421,41,338,1,1,1,-179457.47386050338,0.11,105936.04,332836.96273774013
422,44,312,1,1,1,622016.797658886,0.08,18629.66,675492.737768857
423,48,300,3,1,5,-11589.039721821351,0.0,90548.51,-11589.039721821351
424,50,566,1,1,1,101154.96548542612,0.28,10622.66,168187.69839594985
425,59,551,1,1,1,-146891.8319003947,0.24,56300.61,-21715.347561721588
426,56,563,1,1,1,405840.66284394026,0.27,46864.43,600832.6879588055
427,56,581,3,1,5,97128.64020558396,0.3,48033.43,284972.8015358726
428,46,300,1,1,1,91043.876525738,0.3,19555.51,273173.322926582
429,58,551,3,1,3,-73040.82850319143,0.04,126539.06,-25732.46253162172
430,36,586,1,1,1,194553.85748426715,0.13,34950.36,467091.87456799
431,46,300,1,1,1,244130.49966112955,0.24,147156.12,1340556.526702968
432,42,635,3,1,3,-18611.01906262068,0.28,60185.82,674882.0385777052
433,40,563,1,1,1,-87225.95677205171,0.31,55542.08,787231.9533710242
434,58,551,3,1,3,172444.06080746214,0.25,26652.65,234721.93178225035
435,37,667,2,1,5,336739.9608254319,0.12,6936.69,383768.75689074164
436,40,527,2,1,5,336552.96422874683,0.04,152993.85,623550.6919366252
437,38,619,3,1,5,126280.44225814342,0.03,10717.71,143372.6158581667
438,59,640,3,3,4,-145177.30375939616,0.03,77562.79,-126574.28436482165
439,52,336,1,1,1,129157.50817660998,0.32,133694.07,933546.5122292533
440,59,584,1,1,1,-73787.2096387122,0.15,127733.02,79393.19093658781
441,45,571,2,1,3,545672.7914477362,0.05,227043.13,924957.8572007592
442,44,298,1,1,1,69677.14541279184,0.17,70418.02,501343.78324479045
443,37,328,2,1,3,-13420.54819870002,0.27,103030.36,1558242.0207203017
444,48,630,1,1,1,-221364.20193793304,0.13,62510.11,19218.79302869088
445,49,541,2,1,5,34860.61848638784,0.03,117400.14,121250.45555824248
446,58,541,2,1,3,-40152.45813079332,0.06,63799.37,-4374.051707722232
447,50,592,1,1,1,-82463.68624326127,0.19,182450.37,698793.3876208325
448,52,316,1,1,1,-239492.72185586003,0.2,141930.03,294220.9063779024
449,60,625,1,1,1,53384.31226214366,0.11,41569.52,98415.40430316029
450,45,272,1,3,1,-195916.85242553183,0.15,13690.61,-127304.63878071912
451,45,630,2,1,3,-100658.6594833358,0.28,111069.7,938402.2423767815
452,46,630,3,1,3,35700.35901360014,0.32,146461.59,1490702.0197254175
453,39,298,1,1,1,39957.15313734232,0.21,38785.44,446881.7653411386
454,56,536,2,1,5,99460.5462828954,0.23,119436.75,435456.8338767324
455,37,589,2,1,5,181285.1849202351,0.01,89296.5,231735.60252870456
456,39,591,1,1,1,-35569.10669391977,0.2,52436.25,571915.0143092271
457,35,591,1,1,1,64000.65731249383,0.07,108722.94,548208.8207151904
458,35,303,1,1,1,31738.34603299433,0.32,36663.87,778189.1016218952
459,38,303,1,1,1,63638.13610055669,0.15,103105.01,885776.7878984399
460,49,560,1,1,1,97529.42377673896,0.27,101169.53,767547.1334662248
461,37,303,1,1,1,210054.54214355373,0.12,93587.15,844548.9467779758
462,36,303,1,1,1,117155.50393979425,0.2,48779.24,813116.4786815972
463,55,632,1,1,1,136790.40927683536,0.12,40097.06,203043.7164805567
464,57,525,2,1,2,-35578.94503088867,0.21,68623.97,119452.70106851314
465,59,520,1,1,1,87463.31203916897,0.19,67331.9,194020.99876366658
466,42,294,2,1,3,729775.655901198,0.17,53688.88,1105373.568684497
467,48,303,1,1,1,-94959.87484692788,0.27,117664.57,750356.7695020095
468,62,536,1,1,1,11905.048517618328,0.17,37926.26,39447.51424997356
469,53,334,2,1,3,-90946.06959089098,0.06,133524.56,45663.35287936029
470,37,320,3,1,5,111837.06484147372,0.2,81009.73,1027208.8227153786
471,60,632,1,1,1,200948.13941101692,0.13,120870.72,306226.8572921724
472,52,318,1,1,1,45795.70958143499,0.33,32734.05,248899.33872370244
473,63,623,1,1,1,572180.2466902361,0.05,58962.68,583194.9883917541
474,53,591,1,1,1,10316.296985180405,0.33,155832.13,887194.3413603138
475,52,565,1,1,1,468493.3001157725,0.26,39301.38,660618.8619064096
476,42,283,1,4,1,380677.4460377997,0.09,44491.01,615047.795527513
477,62,585,2,1,3,41395.711963269554,0.25,249513.1,307865.0475558473
478,59,585,3,1,3,60214.83444623379,0.06,54314.61,86268.97054006824
479,51,545,2,1,3,-57409.66046349807,0.08,50270.84,30815.496459749047
480,52,545,2,1,3,95487.77144020992,0.04,6736.1,100553.85699116126
481,55,585,1,1,1,124426.43184689978,0.34,292289.63,1492804.5167176477
482,43,621,2,1,5,181982.6044094753,0.03,9990.13,193509.11915213038
483,49,582,1,1,1,45702.021019339554,0.12,79501.98,279710.7061568477
484,50,513,2,1,5,-50258.32800890132,0.12,45583.89,93136.82865531297
485,50,526,1,1,1,-57447.7448987477,0.17,112879.44,375025.6354381967
486,60,497,3,1,2,52824.143774658165,0.18,89915.41,161262.45862241238
487,35,565,3,1,5,23471.558806988804,0.13,52081.23,461747.4573872248
488,53,526,1,1,1,-178732.92058838872,0.3,189762.03,791997.9069493504
489,54,526,2,1,3,-112107.77071225812,0.22,105142.69,243542.30202551786
490,52,526,3,1,3,-5750.38049385899,0.13,68418.74,161482.79121038565
491,59,535,1,1,1,64804.25258207688,0.2,90126.27,208912.93740982824
492,61,529,2,1,5,74719.34282133999,0.25,133424.95,256837.38369039656
493,56,285,1,1,1,-17632.452734068713,0.15,112992.2,189671.8848649953
494,53,526,1,1,1,107940.65341928076,0.23,118339.51,572055.9176570461
495,59,535,1,1,1,464688.1303274316,0.11,5400.16,469437.1948954281
496,46,329,1,1,1,30179.743256656428,0.19,143684.85,877708.3111591351
497,52,280,1,1,1,-11423.378032555824,0.28,38210.44,189737.75464903296
498,57,535,1,1,1,234713.43622523532,0.17,96534.69,411259.30207712273
499,60,497,1,1,1,-106125.05172973304,0.14,107554.73,-5238.407610262715
500,62,565,1,1,1,7019.163841783861,0.13,41413.09,40880.24151587673
501,56,551,1,1,1,-111674.68072554296,0.12,265288.23,277700.16669208865
502,50,595,2,1,3,208254.33517584112,0.28,48321.99,530704.9563007255
503,45,300,3,1,3,82972.09656312765,0.29,80935.73,867169.9681919664
504,35,619,3,1,5,74087.83779592747,0.23,85609.61,1326834.4412760155
505,36,586,2,1,5,215039.5812249037,0.16,119622.63,1363101.773643914
506,36,619,3,1,5,62778.6420559893,0.14,24507.32,268583.6522645508
507,47,317,1,1,1,258168.86678637256,0.04,85092.12,356122.16947408736
508,43,357,1,1,1,37781.63326403281,0.32,93856.65,1192884.4503271098
509,60,595,3,1,3,-65704.17126997186,0.24,90204.36,79344.8815426686
510,47,566,1,1,1,-32665.253430284563,0.08,55814.33,126987.5578860268
511,54,566,1,1,1,52971.147785447545,0.09,59478.21,150414.00077226845
512,40,338,1,1,1,-73364.12023932744,0.22,72741.59,677134.6136589283
513,40,357,1,1,1,-129675.3283071816,0.32,89859.03,1218840.9642906745
514,61,595,3,1,5,-210520.03612602773,0.07,94030.48,-174582.97110272016
515,53,598,1,1,1,21004.88725700976,0.28,25001.12,140372.29027842716
516,46,598,1,1,1,-254535.87265610715,0.18,31493.92,-78545.46745800792
517,57,584,1,1,1,-49617.6221855358,0.34,50393.34,165614.41501777634
518,50,630,1,1,1,50822.5712448964,0.32,46264.42,450435.3351203054
519,47,298,1,1,1,-100513.72435887842,0.04,32154.04,-63499.78684324372
520,61,528,2,1,3,112804.36844643028,0.05,37627.3,126492.0226405691
521,50,648,1,1,1,563133.1352741452,0.19,57583.3,845484.1410440007
522,58,311,1,1,1,-143206.06488301384,0.28,94529.53,104182.07916138909
523,40,298,1,1,1,328727.0859048665,0.17,34730.29,605613.613230648
524,40,560,1,1,1,87852.1180752149,0.02,85260.15,167820.91850096028
525,62,625,3,1,3,63142.62627011444,0.18,25276.36,82578.35888650668
526,53,542,2,1,3,10505.125153477284,0.09,33161.94,83158.10304219711
527,43,613,2,1,5,8252.033622234618,0.27,138753.61,1449085.1140080313
528,36,298,1,1,1,182794.79654828785,0.01,113204.06,250698.59812952566
529,62,588,2,1,3,84237.04900062847,0.06,105839.65,111364.78334228921
530,58,336,2,1,3,483259.8944076534,0.34,12054.2,521566.2347052913
531,45,336,3,1,3,151207.5278355615,0.23,21665.26,317694.06276317267
532,46,354,3,1,3,-56416.77858523941,0.28,132841.33,1098314.7198985661
533,39,315,3,1,4,13674.776990161345,0.13,68246.97,456928.78136144276
534,59,525,2,1,5,102107.7084391062,0.15,78224.44,195916.27144011031
535,57,618,1,1,1,-105667.03821099782,0.07,89572.73,-38214.379042890476
536,47,377,2,4,5,54531.8443787358,0.21,74473.28,504611.6475900252
537,52,545,2,1,3,-123562.06506080182,0.2,103773.7,266668.5150513985
538,59,590,2,1,5,126525.92343377307,0.12,26223.08,151683.78409481834
539,60,590,3,1,3,5957.1595023655855,0.05,69986.63,29402.75198594197
540,54,545,2,1,2,121421.68071611071,0.09,139972.25,315110.96319323836
541,51,301,1,1,1,-187309.8237690617,0.05,83711.97,-100963.9155698936
542,57,298,1,1,1,277444.7993295672,0.19,71679.82,423957.65443965385
543,63,623,1,1,1,538557.3107370156,0.18,160459.97,629074.1405145613
544,52,315,1,1,1,95588.37019719672,0.01,44743.65,107527.36029539857
545,54,560,1,1,1,78930.61507982014,0.11,98767.71,245973.81725413946
546,54,545,2,1,3,17248.57272940225,0.09,105236.06,162870.9868301969
547,55,585,1,1,1,43728.39072214066,0.18,60070.02,212649.329487518
548,54,560,3,1,3,-15218.218994080968,0.04,62778.96,23391.37593812181
549,36,660,2,1,3,13125.774872081423,0.16,695.61,19801.798812272234
550,55,295,2,1,3,-76993.86068097924,0.18,78195.32,116812.06515946754
551,43,320,1,1,1,-48321.41731981804,0.13,163976.83,771523.0201344516
552,36,311,2,1,3,167587.30079867845,0.07,67077.27,449234.54409399664
553,50,323,1,2,1,453778.6405233658,0.11,65126.24,629310.3579664805
554,50,526,3,1,3,2565.46574026228,0.34,98073.11,754057.6666558051
555,47,505,2,1,5,60650.71690178664,0.07,28796.89,118662.12083214999
556,58,535,3,1,2,-246623.8778048337,0.13,99252.61,-126026.28452479187
557,43,301,1,1,1,153983.65033732352,0.24,89347.3,978688.0100735264
558,46,294,3,1,3,139443.66956696723,0.25,100815.13,921891.677644534
559,63,527,2,1,3,54300.08283119305,0.15,71995.47,88144.4621216811
560,47,551,3,1,3,-6216.445810162889,0.08,43684.29,114835.46970422742
561,57,551,2,1,3,254920.53313064188,0.22,102499.91,497509.69242980576
562,35,597,3,1,3,442804.8986484791,0.03,75209.1,586355.3378875068
563,48,551,1,1,1,392577.68450931535,0.15,12961.21,444308.193361262
564,60,497,1,1,1,54607.25282790605,0.19,31641.05,94886.43219972843
565,56,285,3,1,1,-14703.228418930172,0.02,98387.59,9364.71511807893
566,55,519,2,1,3,19415.02671008683,0.05,178507.41,142311.6750020755
567,58,548,2,1,3,-134175.2703631278,0.23,208563.71,314177.5769406447
568,46,280,1,3,1,35749.856255071456,0.05,44300.74,133825.54191838828
569,38,323,1,4,1,-40613.16411481178,0.15,23989.98,150678.1205071303
570,36,294,1,1,1,24515.405853516128,0.09,156450.44,869116.0033543136
571,39,380,1,3,1,47658.84867461299,0.08,32934.53,179292.64241011484
572,44,309,2,3,3,353360.87854401337,0.34,178479.4,2530722.314414029
573,37,331,1,4,1,-169237.73271348627,0.06,103569.45,181848.0547908054
574,44,366,1,1,1,176896.8915196167,0.26,43872.01,685649.8349414133
575,47,392,2,1,3,270390.1180475049,0.02,74071.17,313023.4179079572
576,41,392,3,1,3,9299.228861609892,0.24,39123.77,500004.70005412336
577,58,390,1,4,1,45591.31145562097,0.12,90625.16,147235.694672441
578,36,366,1,1,1,225466.1573815205,0.22,79698.63,1277199.452741799
579,55,330,3,1,3,-107750.55531034849,0.33,2930.71,-94433.73401780734
580,41,340,1,1,1,-51289.796595010885,0.1,72120.18,265769.15692297905
581,37,470,1,4,1,138583.8540347869,0.17,16506.06,297117.9459778946
582,44,377,3,1,5,-54852.4465489414,0.23,31450.8,303782.95981600985
583,41,383,1,1,1,259555.01984006088,0.26,29426.29,595905.520554617
584,37,349,3,1,3,149726.3035434249,0.21,82138.26,1124256.0991266102
585,51,354,3,1,3,-228274.00193708725,0.23,69241.89,100260.4697327794
586,54,323,1,1,1,-311499.9186549185,0.11,45718.4,-202970.19953214898
587,39,347,1,1,1,153921.32941914216,0.15,92821.17,849528.8012390651
588,50,352,1,1,1,271149.4516694433,0.31,87197.77,880353.3665313033
589,48,393,1,1,1,7782.070209947416,0.18,53959.83,317059.1817538722
590,44,383,1,1,1,71749.57398294327,0.23,85821.72,780002.80199179
591,57,365,1,1,1,-107793.56156517378,0.3,219517.09,600665.5924020506
592,38,345,2,1,5,178285.00358864656,0.17,60955.88,729141.6141064158
593,47,353,1,1,1,70692.25880474529,0.29,96058.08,872373.3644975551
594,43,385,1,1,1,202133.7648869952,0.14,73839.8,599713.4295535501
595,40,387,1,1,1,130949.60973499896,0.31,7117.9,234430.0027501579
596,55,355,1,1,1,254455.46083004752,0.17,45344.19,402933.88610374444
597,49,381,2,1,3,136491.5162589471,0.27,149945.18,1129536.8144092667
598,49,355,1,1,1,15672.710671709106,0.08,91704.93,195624.2044577945
599,38,359,1,1,1,115280.3893227722,0.14,43368.19,552784.5913652149
600,45,349,1,1,1,127321.96323059646,0.04,82290.52,237297.77369110397
601,38,364,1,1,1,136935.11090531354,0.31,117830.19,2078680.6251652197
602,50,351,1,1,1,3981.502776909448,0.25,77227.66,439100.953797243
603,57,342,1,1,1,26461.1672896744,0.32,31025.51,133266.7938450758
604,47,351,1,1,1,329029.35267891554,0.0,149274.51,329029.35267891554
605,60,363,1,1,1,546775.1354217461,0.14,47922.16,608287.159244194
606,45,406,3,1,3,142829.42889727818,0.04,81829.83,252189.55779299486
607,45,353,1,2,1,-62479.77273575513,0.3,49372.32,508088.2880195303
608,50,368,1,1,1,70130.43321292775,0.25,104407.35,658386.8793423045
609,35,363,1,1,1,121858.98453532906,0.12,111943.94,976521.6121773227
610,44,351,1,1,1,-34269.08563182085,0.16,46516.25,317096.6517616343
611,53,326,3,1,3,-95650.66041932465,0.18,44236.1,64356.17439527871
612,45,342,3,1,5,-58151.37066238372,0.03,30015.22,-28066.360757988587
613,47,342,3,1,5,73167.68904730013,0.32,108517.02,1072517.6177437578
614,51,342,1,1,1,103473.77682162126,0.23,140913.3,772070.1505883889
615,48,313,2,1,3,325944.7438509856,0.29,66047.89,835588.7137716156
616,39,336,1,1,1,32947.03602397814,0.19,27203.17,291172.49463043176
617,39,301,3,1,3,68884.92995808278,0.23,75396.84,935261.9435057886
618,61,312,1,1,1,52594.80594111204,0.27,63314.15,152333.80528496785
619,49,333,1,1,1,413294.60493943153,0.12,69900.21,622044.1329426622
620,39,310,1,1,1,466038.8736118163,0.13,90484.06,1053719.4977739041
621,48,326,1,1,1,56970.29348413251,0.33,31883.62,336927.40787488973
622,58,291,1,1,1,194975.77976889783,0.11,56077.44,266365.3229250766
623,53,298,1,1,1,236185.13613733303,0.33,71259.22,637165.6366111274
624,49,298,1,1,1,-160974.6896541478,0.03,43575.95,-114870.47512084417
625,36,313,1,1,1,120968.24503607852,0.22,172050.67,2391414.024694321
626,48,311,3,1,3,90365.4272606896,0.32,84506.82,809900.0262778881
627,37,296,1,1,1,352804.2595142417,0.23,40118.33,874120.2075284522
628,57,309,1,1,1,12385.716317283051,0.06,10331.75,19054.557330072417
629,52,308,1,1,1,22649.4667151906,0.07,40306.82,75698.87916629635
630,46,298,1,1,1,53705.83814490216,0.04,14855.03,72152.73377801993
631,49,288,2,1,3,212195.31642587105,0.23,74435.17,632127.1575078989
632,58,592,2,1,3,73333.9376078222,0.05,171210.34,153345.60972350015
633,52,592,3,1,3,4952.421284666739,0.12,79697.82,184769.81161927592
634,49,336,3,1,3,148506.8422777654,0.17,61445.97,404728.0720235311
635,45,301,1,1,1,40220.37961489831,0.09,78315.5,275713.16559157846
636,37,303,3,1,3,-54713.94065158728,0.27,29459.98,394679.3046704946
637,53,273,2,1,3,281.81618905218767,0.34,58109.38,337175.9184485274
638,46,298,1,4,1,201475.91526571405,0.29,59888.65,777691.9025406959
639,45,329,1,2,1,-104887.1560454872,0.32,117276.64,1148972.3195864737
640,48,280,3,2,5,58345.29854614207,0.14,126087.31,528033.1846052574
641,47,551,1,1,1,114737.06528309688,0.21,52365.53,490217.6773943571
642,52,595,2,1,3,48743.37579913333,0.19,119678.9,476281.83925837686
643,48,607,2,1,3,51700.15828751308,0.27,102283.69,786518.6818450034
644,50,542,2,1,5,-378.0295161214288,0.25,86214.14,485373.4391544324
645,62,584,2,1,3,-130118.8125321568,0.14,31946.73,-102349.2125588555
646,58,584,3,1,3,-176315.29609357772,0.01,24257.14,-174048.07983532592
647,63,588,1,1,1,53934.78024882829,0.22,117243.75,134770.35020682839
648,59,584,1,1,1,750569.6138214521,0.06,105555.73,801203.5658079259
649,60,625,1,1,1,24189.95489998782,0.08,19395.46,34585.95313431358
650,52,592,3,1,3,30984.3210016149,0.19,15546.82,86523.46394558778
651,48,336,1,1,1,-4283.735614518623,0.32,129241.36,1096143.7818809617
652,42,614,1,1,1,93089.1822132145,0.09,121070.86,541495.8287532219
653,57,585,1,1,1,-33881.47518892922,0.13,12415.82,-16517.706787249346
654,39,349,1,1,1,-62505.47357567406,0.31,133435.13,2004101.1538917066
655,46,353,3,1,3,113537.81966135482,0.13,34086.72,307220.61598091666
656,44,335,1,1,1,-56732.611481480526,0.01,22119.63,-48795.88579019899
657,42,351,1,1,1,162265.17112080255,0.19,28191.53,382690.8321616071
658,42,332,1,1,1,-178981.28307535278,0.28,46258.55,453000.1555170581
659,61,564,1,1,1,-6616.678283634477,0.07,52574.41,19386.902672518976
